0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503763200,1503766800,1503770400,1503774000,1503777600,1503781200,1503784800,1503788400,1503792000,1503795600,1503799200,1503802800,1503720000,1503723600,1503727200,1503730800,1503734400,1503738000,1503741600,1503745200,1503748800,1503752400,1503756000,1503759600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501516807,1501603207,1501689607,1501776007,1501862400,1501948800,1502035200,1502121600,1502208000,1502294400,1502380800,1502467200,1502553600,1502640000,1502726400,1502812800,1502899200,1502985600,1503072000,1503158400,1503244800,1503331200,1503417600,1503504000,1503590400,1503676800,1503763200,1501171207,1501257607,1501344007,1501430407
13585492889,13626413773,0,0,0,0,0,0,0,0,0,0
1477443891,0,0,0,0,0,0,0,0,0,0,0
1484742610,1485878402,0,1493007308,1495449007,1496246407,1498838407,1501516807,0,0,0,0
